,Chart,Region,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL,Spotify_ID
1165,Viral50,United States,2017-01-04,16,Down,Epilogue,Justin Hurwitz,,https://i.scdn.co/image/93ece5e19dfb777ae4c631988fc08ef68e9c95cb,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,5jdClu7X0U5TgVr2ObewxS
1166,Viral50,United States,2017-01-04,17,New,Romantic - NOTD Remix,Stanaj,,https://i.scdn.co/image/ab67616d00004851b6a4b10a5bf481515df9e671,https://open.spotify.com/track/2yNM18IhYDt3UWcKtHNIMZ,2yNM18IhYDt3UWcKtHNIMZ
1167,Viral50,United States,2017-01-04,18,New,Rooting For You,London Grammar,,https://i.scdn.co/image/ab67616d00004851b8e8386478d8102d52620bdc,https://open.spotify.com/track/2M8MVbP38qtWdwFRrsN0mi,2M8MVbP38qtWdwFRrsN0mi
1168,Viral50,United States,2017-01-04,19,Up,City Of Stars,Ryan Gosling,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/5BMwpS4iYKR30kq9U9beaT,5BMwpS4iYKR30kq9U9beaT
1169,Viral50,United States,2017-01-04,20,New,Deu Onda,MC G15,,https://i.scdn.co/image/ab67616d000048518b4b30be47d016b7122dc88c,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,0EPxmvsG1BY5td4aTOkWBF
1170,Viral50,United States,2017-01-04,21,Down,Down (feat. Joi),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,37wue2fDZqVGNccW03p1Sk
1171,Viral50,United States,2017-01-04,22,Down,Mausoleum,Seryn,,https://i.scdn.co/image/ab67616d000048514d3f13e509b36f3ee914ccae,https://open.spotify.com/track/4izMOshSBK4MYWRYwii4OJ,4izMOshSBK4MYWRYwii4OJ
1172,Viral50,United States,2017-01-04,23,Down,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,https://i.scdn.co/image/ab67616d000048512ae921f082ae5db4d3da818f,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,3NdDpSvN911VPGivFlV5d0
1173,Viral50,United States,2017-01-04,24,Down,Last Night In Los Feliz,Niia,,https://i.scdn.co/image/ab67616d00004851ffe40f4a43bb9e4e283657c7,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,7t6riHq1ZPPi08qgbuXNaY
1174,Viral50,United States,2017-01-04,25,Down,Bad and Boujee (feat. Lil Uzi Vert),Migos,,https://i.scdn.co/image/ab67616d000048516e84a12b7d5d1dc89fa0c549,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,1FvU97lrWOG2NRxErh6OZz
1175,Viral50,United States,2017-01-04,26,Up,Throw Myself A Party,Cashmere Cat,,https://i.scdn.co/image/ab67616d00004851a2af68b34b09e8c3885da3d7,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,1bZrM1CNYl6e3yU5wXl6v3
1176,Viral50,United States,2017-01-04,27,Down,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2IHy47dWsTh0FEHBMdfd38
1177,Viral50,United States,2017-01-04,28,Up,I Hate Myself For Loving You,Halestorm,,https://i.scdn.co/image/ab67616d00004851cde5d4bf9dcc302c288f17a2,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,1xuEwBaIhnpxaFYMEQTKX9
1178,Viral50,United States,2017-01-04,29,Down,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,,https://i.scdn.co/image/ab67616d00004851f329e7d889ae0b2d89403e43,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,0fH86zQcE2CmATQju6WpXv
1179,Viral50,United States,2017-01-04,30,Up,Lady (feat. Pitbull),Austin Mahone,,https://i.scdn.co/image/ab67616d0000485161a6ed6445795b547dc3e98f,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,48nmKZkd67ATPI8ROOJhkK
1180,Viral50,United States,2017-01-04,31,Down,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,0URhioon26PogQkIAHCUK4
1181,Viral50,United States,2017-01-04,32,Down,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,7G2ngpelFIxPCsEodpA8uP
1182,Viral50,United States,2017-01-04,33,New,4Her,PUBLIC,,https://i.scdn.co/image/ab67616d00004851f9cf64f5409d2d53a138d1a5,https://open.spotify.com/track/7wjpGRQsfuvlxB1PF4vW7y,7wjpGRQsfuvlxB1PF4vW7y
1183,Viral50,United States,2017-01-04,34,Down,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,0mb7btREdC3wuIUmuVRgWn
1184,Viral50,United States,2017-01-04,35,Down,Equal Powers,Violents,,https://i.scdn.co/image/ab67616d00004851adbd3d92cae8bdaea4b097eb,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,63ligF3uwteTFejkzrhx8F
1185,Viral50,United States,2017-01-04,36,Down,iSpy,KYLE,,https://i.scdn.co/image/ab67616d00004851a58f5723dbf6236b43512f64,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,0WjYgf4qH3B0v0HmW61doL
1186,Viral50,United States,2017-01-04,37,Down,I Beat My Meat,Thanks Ugly God,,https://i.scdn.co/image/ab67616d00004851a3b90f29bb82eb1a02e50180,https://open.spotify.com/track/0dDECPQ6dxdEr7F7Taop6r,0dDECPQ6dxdEr7F7Taop6r
1187,Viral50,United States,2017-01-04,38,Down,A Report to the Shareholders / Kill Your Masters,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,7IJnMskjLdZcA1pLcjZ8Ht
1188,Viral50,United States,2017-01-04,39,New,Not Me (feat. Two Feet),MELVV,,https://i.scdn.co/image/ab67616d00004851dc544c8e6de9ec89fd98a7c7,https://open.spotify.com/track/5Fm0370X5xpSsDy2AL0Zra,5Fm0370X5xpSsDy2AL0Zra
1189,Viral50,United States,2017-01-04,40,Down,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Scarlett Johansson,,https://i.scdn.co/image/ab67616d00004851474beed3a7ba87e486bc6276,https://open.spotify.com/track/5qpddGBjns63fNDYWOxSjs,5qpddGBjns63fNDYWOxSjs
1190,Viral50,United States,2017-01-04,41,Up,Follow Me,Beauvois,,https://i.scdn.co/image/ab67616d00004851420e26fe99c104f1fe9d46f2,https://open.spotify.com/track/3FmPodWlffxrKjwlABZlHT,3FmPodWlffxrKjwlABZlHT
1191,Viral50,United States,2017-01-04,42,Up,Bombay and Lemonade,Taylor Gang,,https://i.scdn.co/image/ab67616d0000485158cd2bd11d2fe0a9a80c1fa4,https://open.spotify.com/track/4O3DX6NIkVFHHsx346yOMu,4O3DX6NIkVFHHsx346yOMu
1192,Viral50,United States,2017-01-04,43,Down,Parallel Lines (feat. Phantogram) - Drunken Masters Remix,A-Trak,,https://i.scdn.co/image/ab67616d00004851f933468e17109116a1e01d68,https://open.spotify.com/track/1ZQx4TNATEwW46isiJ99Qd,1ZQx4TNATEwW46isiJ99Qd
1193,Viral50,United States,2017-01-04,44,New,Final Song - Diplo & Jauz Remix,MØ,,https://i.scdn.co/image/ab67616d00004851883e7701855ec32c34011773,https://open.spotify.com/track/0gahmokctHhYjyR3ZUGr7L,0gahmokctHhYjyR3ZUGr7L
1194,Viral50,United States,2017-01-04,45,New,immortal,Elley Duhé,,https://i.scdn.co/image/ab67616d00004851d093a26bbd80e30c6c512f48,https://open.spotify.com/track/4gipAzWetrklPX9RlJWO61,4gipAzWetrklPX9RlJWO61
1195,Viral50,United States,2017-01-04,46,Down,Living Single,Big Sean,,https://i.scdn.co/image/b4f54e6705a4623643b3232e7043e6cc8ec98caa,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7
1196,Viral50,United States,2017-01-04,47,New,Legend Has It,Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,5O4meQrvNMz9QmjXXiHnqH
1197,Viral50,United States,2017-01-04,48,New,I Can Be,Star Cast,,https://i.scdn.co/image/d475763b212284123d87cc375a8ef4391cda8e25,https://open.spotify.com/track/2ekNI98UsF0t2NtUjRzp3j,2ekNI98UsF0t2NtUjRzp3j
1198,Viral50,United States,2017-01-04,49,Down,St. Sebastian,Sam Patch,,https://i.scdn.co/image/5d1d7b9885cf99e3af2bd4176359111a074deca0,https://open.spotify.com/track/3xosRvwhxNXUdP2JmnzT97,3xosRvwhxNXUdP2JmnzT97
1199,Viral50,United States,2017-01-04,50,New,This Ole King,WHY?,,https://i.scdn.co/image/ab67616d00004851d5bcdbb1f2a9c5f2e4dcafa9,https://open.spotify.com/track/0wV549kVU1dSwIbQoF6x5m,0wV549kVU1dSwIbQoF6x5m
1200,Viral50,United States,2017-01-05,1,Flat,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,,https://i.scdn.co/image/ab67616d00004851a99503981840bbca16e98459,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,1Th5b8AsauED9F7pGv8Yxi
1201,Viral50,United States,2017-01-05,2,Flat,Losing Sleep,Vorsa,,https://i.scdn.co/image/ab67616d000048512b56b82a204a4200e2c7ba41,https://open.spotify.com/track/0oWVd0W6kgFTH5Pyfq9J25,0oWVd0W6kgFTH5Pyfq9J25
1202,Viral50,United States,2017-01-05,3,Flat,You,Manwolves,,https://i.scdn.co/image/ab67616d00004851db49e46f0509c720d144b0d8,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,6F7CjVIrwk7PddQUsoPmoo
1203,Viral50,United States,2017-01-05,4,Flat,I Need My Girl,Gnarly Gibbs,,https://i.scdn.co/image/eb34efd5546d0aad63abd00890d52d93b96389f3,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2UwKFhUl5fFw3WrT5H0wNP
1204,Viral50,United States,2017-01-05,5,Up,Another Day Of Sun,La La Land Cast,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,5kRBzRZmZTXVg8okC7SJFZ
1205,Viral50,United States,2017-01-05,6,Down,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,,https://i.scdn.co/image/ab67616d000048514e6fc7f85b20a479b81e2436,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,1R17cgUv6HeQFa78dzqb7s
1206,Viral50,United States,2017-01-05,7,Up,2 AM (Prod. DNTST & Berg),Emma Sameth,,https://i.scdn.co/image/ab67616d000048518d44dc0633e51ee3c95a85c8,https://open.spotify.com/track/4h0Sl6e9AE421W3K6EGsRJ,4h0Sl6e9AE421W3K6EGsRJ
1207,Viral50,United States,2017-01-05,8,Flat,Turn Me Down,Pellican Child,,https://i.scdn.co/image/ab67616d00004851534666956b87699b2bcc8d80,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,7xZlxQGgb0rBOPLJkviPCq
1208,Viral50,United States,2017-01-05,9,Down,Shelter,Vandelux,,https://i.scdn.co/image/ab67616d00004851bc29a83309292805acb9c8c5,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,13XPIlyIbYMInO8aN7AEt8
1209,Viral50,United States,2017-01-05,10,Up,Epilogue,Justin Hurwitz,,https://i.scdn.co/image/93ece5e19dfb777ae4c631988fc08ef68e9c95cb,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,5jdClu7X0U5TgVr2ObewxS
1210,Viral50,United States,2017-01-05,11,Down,Oh NaNa (Hidden. HUR YOUNG JI),KARD,,https://i.scdn.co/image/ab67616d00004851303e5bf3d35497223f95f9d2,https://open.spotify.com/track/1ZgfAxHQCXLt8o1VXEHHAt,1ZgfAxHQCXLt8o1VXEHHAt
1211,Viral50,United States,2017-01-05,12,New,Romantic - NOTD Remix,Stanaj,,https://i.scdn.co/image/ab67616d0000485136e32bc6f81293cedaa59665,https://open.spotify.com/track/1pvgpkMqtQyOGePdYOTt9U,1pvgpkMqtQyOGePdYOTt9U
1212,Viral50,United States,2017-01-05,13,Down,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,,https://i.scdn.co/image/ab67616d00004851c52819227025b9097fd0bf8f,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,0LtVx5vsq9nfpGsWgjUin6
1213,Viral50,United States,2017-01-05,14,New,Rooting For You,London Grammar,,https://i.scdn.co/image/ab67616d000048516152d9a4e00bd4d341b7f6b9,https://open.spotify.com/track/5MHmD8cfTbudNLTWYA5QHJ,5MHmD8cfTbudNLTWYA5QHJ
1214,Viral50,United States,2017-01-05,15,Down,It's Gotta Be You,Isaiah,,https://i.scdn.co/image/ab67616d00004851d43b5e86edff2089b91357e6,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,6cAKeFFYW2aClZSUyvqAEW
1215,Viral50,United States,2017-01-05,16,Down,Audition (The Fools Who Dream),Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,6j0wBBAP3hMe4t1Ymj7GIe
1216,Viral50,United States,2017-01-05,17,Down,Stay With Me,CHANYEOL,,https://i.scdn.co/image/ab67616d00004851568c27fd02fc03d0ee39fc04,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,1HYzRuWjmS9LXCkdVHi25K
1217,Viral50,United States,2017-01-05,18,Up,I Beat My Meat,Thanks Ugly God,,https://i.scdn.co/image/ab67616d00004851a3b90f29bb82eb1a02e50180,https://open.spotify.com/track/0dDECPQ6dxdEr7F7Taop6r,0dDECPQ6dxdEr7F7Taop6r
1218,Viral50,United States,2017-01-05,19,Flat,City Of Stars,Ryan Gosling,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/5BMwpS4iYKR30kq9U9beaT,5BMwpS4iYKR30kq9U9beaT
1219,Viral50,United States,2017-01-05,20,Flat,Deu Onda,MC G15,,https://i.scdn.co/image/ab67616d000048518b4b30be47d016b7122dc88c,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,0EPxmvsG1BY5td4aTOkWBF
1220,Viral50,United States,2017-01-05,21,Up,Equal Powers,Violents,,https://i.scdn.co/image/ab67616d00004851adbd3d92cae8bdaea4b097eb,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,63ligF3uwteTFejkzrhx8F
1221,Viral50,United States,2017-01-05,22,Up,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,https://i.scdn.co/image/ab67616d000048512ae921f082ae5db4d3da818f,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,3NdDpSvN911VPGivFlV5d0
1222,Viral50,United States,2017-01-05,23,Down,Down (feat. Joi),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,37wue2fDZqVGNccW03p1Sk
1223,Viral50,United States,2017-01-05,24,Down,Someone In The Crowd,Emma Stone,,https://i.scdn.co/image/c85b166d44288cd40b9563c4b1d4d3aea4f24c43,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM
1224,Viral50,United States,2017-01-05,25,Down,Mausoleum,Seryn,,https://i.scdn.co/image/ab67616d000048514d3f13e509b36f3ee914ccae,https://open.spotify.com/track/4izMOshSBK4MYWRYwii4OJ,4izMOshSBK4MYWRYwii4OJ
1225,Viral50,United States,2017-01-05,26,Flat,Throw Myself A Party,Cashmere Cat,,https://i.scdn.co/image/ab67616d00004851a2af68b34b09e8c3885da3d7,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,1bZrM1CNYl6e3yU5wXl6v3
1226,Viral50,United States,2017-01-05,27,Up,iSpy,KYLE,,https://i.scdn.co/image/ab67616d00004851a58f5723dbf6236b43512f64,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,0WjYgf4qH3B0v0HmW61doL
1227,Viral50,United States,2017-01-05,28,Up,Lady (feat. Pitbull),Austin Mahone,,https://i.scdn.co/image/ab67616d0000485161a6ed6445795b547dc3e98f,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,48nmKZkd67ATPI8ROOJhkK
1228,Viral50,United States,2017-01-05,29,Down,I Hate Myself For Loving You,Halestorm,,https://i.scdn.co/image/ab67616d00004851cde5d4bf9dcc302c288f17a2,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,1xuEwBaIhnpxaFYMEQTKX9
1229,Viral50,United States,2017-01-05,30,New,Attitude,Dana and the Wolf,,https://i.scdn.co/image/ab67616d00004851e114a752e8aa0b37708f5b36,https://open.spotify.com/track/3HLqgKHsHit7AZYLDDYs0Q,3HLqgKHsHit7AZYLDDYs0Q
1230,Viral50,United States,2017-01-05,31,Down,Last Night In Los Feliz,Niia,,https://i.scdn.co/image/ab67616d00004851ffe40f4a43bb9e4e283657c7,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,7t6riHq1ZPPi08qgbuXNaY
1231,Viral50,United States,2017-01-05,32,Down,Bad and Boujee (feat. Lil Uzi Vert),Migos,,https://i.scdn.co/image/ab67616d000048516e84a12b7d5d1dc89fa0c549,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,1FvU97lrWOG2NRxErh6OZz
1232,Viral50,United States,2017-01-05,33,Flat,4Her,PUBLIC,,https://i.scdn.co/image/ab67616d00004851f9cf64f5409d2d53a138d1a5,https://open.spotify.com/track/7wjpGRQsfuvlxB1PF4vW7y,7wjpGRQsfuvlxB1PF4vW7y
1233,Viral50,United States,2017-01-05,34,Down,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2IHy47dWsTh0FEHBMdfd38
1234,Viral50,United States,2017-01-05,35,Down,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,0mb7btREdC3wuIUmuVRgWn
1235,Viral50,United States,2017-01-05,36,Up,Not Me (feat. Two Feet),MELVV,,https://i.scdn.co/image/ab67616d00004851dc544c8e6de9ec89fd98a7c7,https://open.spotify.com/track/5Fm0370X5xpSsDy2AL0Zra,5Fm0370X5xpSsDy2AL0Zra
1236,Viral50,United States,2017-01-05,37,Up,Final Song - Diplo & Jauz Remix,MØ,,https://i.scdn.co/image/ab67616d00004851883e7701855ec32c34011773,https://open.spotify.com/track/0gahmokctHhYjyR3ZUGr7L,0gahmokctHhYjyR3ZUGr7L
1237,Viral50,United States,2017-01-05,38,New,Not Always,Ama Lou,,https://i.scdn.co/image/ab67616d00004851d986f04ceb34747d18d3d164,https://open.spotify.com/track/6iTOvLFpgtzqujkfwcdhfl,6iTOvLFpgtzqujkfwcdhfl
1238,Viral50,United States,2017-01-05,39,New,Better With You,Austin Mahone,,https://i.scdn.co/image/ab67616d0000485161a6ed6445795b547dc3e98f,https://open.spotify.com/track/3nS6zA7laKRAvnpFi7Gu9g,3nS6zA7laKRAvnpFi7Gu9g
1239,Viral50,United States,2017-01-05,40,Up,immortal,Elley Duhé,,https://i.scdn.co/image/ab67616d00004851d093a26bbd80e30c6c512f48,https://open.spotify.com/track/4gipAzWetrklPX9RlJWO61,4gipAzWetrklPX9RlJWO61
1240,Viral50,United States,2017-01-05,41,Up,Parallel Lines (feat. Phantogram) - Drunken Masters Remix,A-Trak,,https://i.scdn.co/image/ab67616d00004851f933468e17109116a1e01d68,https://open.spotify.com/track/1ZQx4TNATEwW46isiJ99Qd,1ZQx4TNATEwW46isiJ99Qd
1241,Viral50,United States,2017-01-05,42,New,Better,Fjer,,https://i.scdn.co/image/ab67616d00004851caec4f80c0b0377ffa808cbd,https://open.spotify.com/track/237MS5SzB3O5mjCWXwuWFF,237MS5SzB3O5mjCWXwuWFF
1242,Viral50,United States,2017-01-05,43,New,Both (feat. Drake),Gucci Mane,,https://i.scdn.co/image/ab67616d000048518c75413c7f38b3f512a75b35,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,5tFep7dXGd7vEJ668wTPux
1243,Viral50,United States,2017-01-05,44,Down,Follow Me,Beauvois,,https://i.scdn.co/image/ab67616d00004851420e26fe99c104f1fe9d46f2,https://open.spotify.com/track/3FmPodWlffxrKjwlABZlHT,3FmPodWlffxrKjwlABZlHT
1244,Viral50,United States,2017-01-05,45,Down,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,,https://i.scdn.co/image/82ce4d848e1b81cba8640d1f2bb0203efd3eef9d,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,7G2ngpelFIxPCsEodpA8uP
1245,Viral50,United States,2017-01-05,46,Down,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,,https://i.scdn.co/image/ab67616d000048514bce73abd8d3361c42dfd8d4,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,0URhioon26PogQkIAHCUK4
1246,Viral50,United States,2017-01-05,47,New,Disappear,Twin Peaks,,https://i.scdn.co/image/a110edc9f48b9c23fee8bebb9ce1e35409640d1b,https://open.spotify.com/track/6LK5RyHRTDjLdp6PCS7qBk,6LK5RyHRTDjLdp6PCS7qBk
1247,Viral50,United States,2017-01-05,48,Down,Living Single,Big Sean,,https://i.scdn.co/image/b4f54e6705a4623643b3232e7043e6cc8ec98caa,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7
1248,Viral50,United States,2017-01-05,49,Down,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,,https://i.scdn.co/image/ab67616d00004851f329e7d889ae0b2d89403e43,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,0fH86zQcE2CmATQju6WpXv
1249,Viral50,United States,2017-01-05,50,Flat,This Ole King,WHY?,,https://i.scdn.co/image/ab67616d00004851d5bcdbb1f2a9c5f2e4dcafa9,https://open.spotify.com/track/0wV549kVU1dSwIbQoF6x5m,0wV549kVU1dSwIbQoF6x5m
