,Audio Features Obj,Internal Track ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
90,"{'danceability': 0.807, 'energy': 0.32, 'key': 0, 'loudness': -8.152, 'mode': 0, 'speechiness': 0.0582, 'acousticness': 0.133, 'instrumentalness': 0.000328, 'liveness': 0.101, 'valence': 0.298, 'tempo': 94.99, 'type': 'audio_features', 'id': '2WP8G2pdddDmnh1xbfKBOI', 'uri': 'spotify:track:2WP8G2pdddDmnh1xbfKBOI', 'track_href': 'https://api.spotify.com/v1/tracks/2WP8G2pdddDmnh1xbfKBOI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2WP8G2pdddDmnh1xbfKBOI', 'duration_ms': 182080, 'time_signature': 4}",2WP8G2pdddDmnh1xbfKBOI,0.807,0.32,0,-8.152,0,0.0582,0.133,0.000328,0.101,0.298,94.99,182080,4
91,"{'danceability': 0.766, 'energy': 0.271, 'key': 0, 'loudness': -5.697, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.037, 'instrumentalness': 0, 'liveness': 0.175, 'valence': 0.0371, 'tempo': 116.02, 'type': 'audio_features', 'id': '4c2xt1trwYZpMqPWY35Xi9', 'uri': 'spotify:track:4c2xt1trwYZpMqPWY35Xi9', 'track_href': 'https://api.spotify.com/v1/tracks/4c2xt1trwYZpMqPWY35Xi9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c2xt1trwYZpMqPWY35Xi9', 'duration_ms': 262453, 'time_signature': 4}",4c2xt1trwYZpMqPWY35Xi9,0.766,0.271,0,-5.697,1,0.0412,0.037,0.0,0.175,0.0371,116.02,262453,4
92,"{'danceability': 0.686, 'energy': 0.215, 'key': 9, 'loudness': -13.54, 'mode': 0, 'speechiness': 0.0387, 'acousticness': 0.85, 'instrumentalness': 0.000123, 'liveness': 0.106, 'valence': 0.273, 'tempo': 91.998, 'type': 'audio_features', 'id': '11L064movtyopGdLiX4sVg', 'uri': 'spotify:track:11L064movtyopGdLiX4sVg', 'track_href': 'https://api.spotify.com/v1/tracks/11L064movtyopGdLiX4sVg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/11L064movtyopGdLiX4sVg', 'duration_ms': 206027, 'time_signature': 4}",11L064movtyopGdLiX4sVg,0.686,0.215,9,-13.54,0,0.0387,0.85,0.000123,0.106,0.273,91.998,206027,4
93,"{'danceability': 0.431, 'energy': 0.894, 'key': 5, 'loudness': -2.673, 'mode': 0, 'speechiness': 0.33, 'acousticness': 0.0951, 'instrumentalness': 0, 'liveness': 0.188, 'valence': 0.604, 'tempo': 162.193, 'type': 'audio_features', 'id': '1GxHeBvQ9935Dd3cSfsfBa', 'uri': 'spotify:track:1GxHeBvQ9935Dd3cSfsfBa', 'track_href': 'https://api.spotify.com/v1/tracks/1GxHeBvQ9935Dd3cSfsfBa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GxHeBvQ9935Dd3cSfsfBa', 'duration_ms': 258760, 'time_signature': 4}",1GxHeBvQ9935Dd3cSfsfBa,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.604,162.193,258760,4
94,"{'danceability': 0.462, 'energy': 0.422, 'key': 6, 'loudness': -10.381, 'mode': 1, 'speechiness': 0.175, 'acousticness': 0.939, 'instrumentalness': 0.0327, 'liveness': 0.108, 'valence': 0.0853, 'tempo': 87.364, 'type': 'audio_features', 'id': '1v24T2ug4TlssYZvI3aL4O', 'uri': 'spotify:track:1v24T2ug4TlssYZvI3aL4O', 'track_href': 'https://api.spotify.com/v1/tracks/1v24T2ug4TlssYZvI3aL4O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1v24T2ug4TlssYZvI3aL4O', 'duration_ms': 176179, 'time_signature': 4}",1v24T2ug4TlssYZvI3aL4O,0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,4
95,"{'danceability': 0.683, 'energy': 0.695, 'key': 1, 'loudness': -6.798, 'mode': 0, 'speechiness': 0.0574, 'acousticness': 0.393, 'instrumentalness': 0.00124, 'liveness': 0.124, 'valence': 0.406, 'tempo': 135.337, 'type': 'audio_features', 'id': '3XLSlQLJf3Ut0zvMUxnF1h', 'uri': 'spotify:track:3XLSlQLJf3Ut0zvMUxnF1h', 'track_href': 'https://api.spotify.com/v1/tracks/3XLSlQLJf3Ut0zvMUxnF1h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3XLSlQLJf3Ut0zvMUxnF1h', 'duration_ms': 290791, 'time_signature': 4}",3XLSlQLJf3Ut0zvMUxnF1h,0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,290791,4
96,"{'danceability': 0.562, 'energy': 0.544, 'key': 8, 'loudness': -5.065, 'mode': 1, 'speechiness': 0.369, 'acousticness': 0.536, 'instrumentalness': 0, 'liveness': 0.17, 'valence': 0.231, 'tempo': 159.517, 'type': 'audio_features', 'id': '6NwhtCYkfwWlcR62Ac4E7y', 'uri': 'spotify:track:6NwhtCYkfwWlcR62Ac4E7y', 'track_href': 'https://api.spotify.com/v1/tracks/6NwhtCYkfwWlcR62Ac4E7y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6NwhtCYkfwWlcR62Ac4E7y', 'duration_ms': 375050, 'time_signature': 4}",6NwhtCYkfwWlcR62Ac4E7y,0.562,0.544,8,-5.065,1,0.369,0.536,0.0,0.17,0.231,159.517,375050,4
97,"{'danceability': 0.749, 'energy': 0.476, 'key': 11, 'loudness': -11.147, 'mode': 0, 'speechiness': 0.507, 'acousticness': 0.579, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.534, 'tempo': 71.937, 'type': 'audio_features', 'id': '0JaVdpmiex2EP7bBzyKVTa', 'uri': 'spotify:track:0JaVdpmiex2EP7bBzyKVTa', 'track_href': 'https://api.spotify.com/v1/tracks/0JaVdpmiex2EP7bBzyKVTa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JaVdpmiex2EP7bBzyKVTa', 'duration_ms': 188189, 'time_signature': 4}",0JaVdpmiex2EP7bBzyKVTa,0.749,0.476,11,-11.147,0,0.507,0.579,0.0,0.1,0.534,71.937,188189,4
98,"{'danceability': 0.591, 'energy': 0.846, 'key': 7, 'loudness': -3.687, 'mode': 1, 'speechiness': 0.276, 'acousticness': 0.186, 'instrumentalness': 0, 'liveness': 0.463, 'valence': 0.121, 'tempo': 94.795, 'type': 'audio_features', 'id': '2hcohLIysMxofYziluXCoX', 'uri': 'spotify:track:2hcohLIysMxofYziluXCoX', 'track_href': 'https://api.spotify.com/v1/tracks/2hcohLIysMxofYziluXCoX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2hcohLIysMxofYziluXCoX', 'duration_ms': 302492, 'time_signature': 4}",2hcohLIysMxofYziluXCoX,0.591,0.846,7,-3.687,1,0.276,0.186,0.0,0.463,0.121,94.795,302492,4
99,"{'danceability': 0.79, 'energy': 0.731, 'key': 9, 'loudness': -4.607, 'mode': 0, 'speechiness': 0.0327, 'acousticness': 0.00427, 'instrumentalness': 0.29, 'liveness': 0.157, 'valence': 0.938, 'tempo': 127.403, 'type': 'audio_features', 'id': '4FDSPGncHRpr6yB8DD4CtI', 'uri': 'spotify:track:4FDSPGncHRpr6yB8DD4CtI', 'track_href': 'https://api.spotify.com/v1/tracks/4FDSPGncHRpr6yB8DD4CtI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4FDSPGncHRpr6yB8DD4CtI', 'duration_ms': 234176, 'time_signature': 4}",4FDSPGncHRpr6yB8DD4CtI,0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,234176,4
100,"{'danceability': 0.831, 'energy': 0.502, 'key': 10, 'loudness': -4.045, 'mode': 0, 'speechiness': 0.046, 'acousticness': 0.101, 'instrumentalness': 0, 'liveness': 0.122, 'valence': 0.101, 'tempo': 100.541, 'type': 'audio_features', 'id': '5ry2OE6R2zPQFDO85XkgRb', 'uri': 'spotify:track:5ry2OE6R2zPQFDO85XkgRb', 'track_href': 'https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb', 'duration_ms': 205427, 'time_signature': 4}",5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
101,"{'danceability': 0.646, 'energy': 0.899, 'key': 6, 'loudness': -2.232, 'mode': 1, 'speechiness': 0.298, 'acousticness': 0.0337, 'instrumentalness': 0, 'liveness': 0.232, 'valence': 0.685, 'tempo': 164.119, 'type': 'audio_features', 'id': '3kCwyvhvVTyehIzYN2I0nF', 'uri': 'spotify:track:3kCwyvhvVTyehIzYN2I0nF', 'track_href': 'https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF', 'duration_ms': 219507, 'time_signature': 4}",3kCwyvhvVTyehIzYN2I0nF,0.646,0.899,6,-2.232,1,0.298,0.0337,0.0,0.232,0.685,164.119,219507,4
102,"{'danceability': 0.423, 'energy': 0.587, 'key': 6, 'loudness': -6.635, 'mode': 1, 'speechiness': 0.529, 'acousticness': 0.765, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.33, 'tempo': 180.331, 'type': 'audio_features', 'id': '1qyFlfPREPbRcS2BNszdYI', 'uri': 'spotify:track:1qyFlfPREPbRcS2BNszdYI', 'track_href': 'https://api.spotify.com/v1/tracks/1qyFlfPREPbRcS2BNszdYI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qyFlfPREPbRcS2BNszdYI', 'duration_ms': 253803, 'time_signature': 4}",1qyFlfPREPbRcS2BNszdYI,0.423,0.587,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,253803,4
103,"{'danceability': 0.789, 'energy': 0.404, 'key': 1, 'loudness': -8.364, 'mode': 1, 'speechiness': 0.23, 'acousticness': 0.205, 'instrumentalness': 0, 'liveness': 0.219, 'valence': 0.472, 'tempo': 122.062, 'type': 'audio_features', 'id': '4n4BflhWjCHIxrI4v7Xt9s', 'uri': 'spotify:track:4n4BflhWjCHIxrI4v7Xt9s', 'track_href': 'https://api.spotify.com/v1/tracks/4n4BflhWjCHIxrI4v7Xt9s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4n4BflhWjCHIxrI4v7Xt9s', 'duration_ms': 235566, 'time_signature': 4}",4n4BflhWjCHIxrI4v7Xt9s,0.789,0.404,1,-8.364,1,0.23,0.205,0.0,0.219,0.472,122.062,235566,4
104,"{'danceability': 0.676, 'energy': 0.717, 'key': 11, 'loudness': -8.219, 'mode': 0, 'speechiness': 0.0869, 'acousticness': 0.29, 'instrumentalness': 0.000368, 'liveness': 0.0974, 'valence': 0.558, 'tempo': 157.628, 'type': 'audio_features', 'id': '3t8pnImpBpOwxdtYBpKvA9', 'uri': 'spotify:track:3t8pnImpBpOwxdtYBpKvA9', 'track_href': 'https://api.spotify.com/v1/tracks/3t8pnImpBpOwxdtYBpKvA9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3t8pnImpBpOwxdtYBpKvA9', 'duration_ms': 241000, 'time_signature': 4}",3t8pnImpBpOwxdtYBpKvA9,0.676,0.717,11,-8.219,0,0.0869,0.29,0.000368,0.0974,0.558,157.628,241000,4
105,"{'danceability': 0.421, 'energy': 0.539, 'key': 11, 'loudness': -5.456, 'mode': 0, 'speechiness': 0.274, 'acousticness': 0.779, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.523, 'tempo': 89.177, 'type': 'audio_features', 'id': '4Wjhj0WjkyECccfHVIgaTq', 'uri': 'spotify:track:4Wjhj0WjkyECccfHVIgaTq', 'track_href': 'https://api.spotify.com/v1/tracks/4Wjhj0WjkyECccfHVIgaTq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Wjhj0WjkyECccfHVIgaTq', 'duration_ms': 281519, 'time_signature': 3}",4Wjhj0WjkyECccfHVIgaTq,0.421,0.539,11,-5.456,0,0.274,0.779,0.0,0.111,0.523,89.177,281519,3
106,"{'danceability': 0.733, 'energy': 0.361, 'key': 1, 'loudness': -11.129, 'mode': 1, 'speechiness': 0.135, 'acousticness': 0.348, 'instrumentalness': 0.000285, 'liveness': 0.0942, 'valence': 0.0361, 'tempo': 94.902, 'type': 'audio_features', 'id': '4czcw3NVLY0of5hTD7OufN', 'uri': 'spotify:track:4czcw3NVLY0of5hTD7OufN', 'track_href': 'https://api.spotify.com/v1/tracks/4czcw3NVLY0of5hTD7OufN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4czcw3NVLY0of5hTD7OufN', 'duration_ms': 353698, 'time_signature': 4}",4czcw3NVLY0of5hTD7OufN,0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,353698,4
107,"{'danceability': 0.743, 'energy': 0.66, 'key': 4, 'loudness': -4.802, 'mode': 0, 'speechiness': 0.418, 'acousticness': 0.115, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.549, 'tempo': 192.031, 'type': 'audio_features', 'id': '6C9SwoZ5OrxcvkntgA5t8s', 'uri': 'spotify:track:6C9SwoZ5OrxcvkntgA5t8s', 'track_href': 'https://api.spotify.com/v1/tracks/6C9SwoZ5OrxcvkntgA5t8s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6C9SwoZ5OrxcvkntgA5t8s', 'duration_ms': 240218, 'time_signature': 4}",6C9SwoZ5OrxcvkntgA5t8s,0.743,0.66,4,-4.802,0,0.418,0.115,0.0,0.101,0.549,192.031,240218,4
108,"{'danceability': 0.338, 'energy': 0.729, 'key': 6, 'loudness': -6.419, 'mode': 0, 'speechiness': 0.102, 'acousticness': 0.758, 'instrumentalness': 3.24e-05, 'liveness': 0.18, 'valence': 0.543, 'tempo': 184.174, 'type': 'audio_features', 'id': '6MR5IBSNfDmiwnrlQpVw4w', 'uri': 'spotify:track:6MR5IBSNfDmiwnrlQpVw4w', 'track_href': 'https://api.spotify.com/v1/tracks/6MR5IBSNfDmiwnrlQpVw4w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6MR5IBSNfDmiwnrlQpVw4w', 'duration_ms': 283816, 'time_signature': 4}",6MR5IBSNfDmiwnrlQpVw4w,0.338,0.729,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.543,184.174,283816,4
109,"{'danceability': 0.555, 'energy': 0.88, 'key': 11, 'loudness': -4.325, 'mode': 0, 'speechiness': 0.265, 'acousticness': 0.0678, 'instrumentalness': 0, 'liveness': 0.0723, 'valence': 0.391, 'tempo': 87.195, 'type': 'audio_features', 'id': '0FnxK9FEAQyPJ284QcieNb', 'uri': 'spotify:track:0FnxK9FEAQyPJ284QcieNb', 'track_href': 'https://api.spotify.com/v1/tracks/0FnxK9FEAQyPJ284QcieNb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0FnxK9FEAQyPJ284QcieNb', 'duration_ms': 205264, 'time_signature': 4}",0FnxK9FEAQyPJ284QcieNb,0.555,0.88,11,-4.325,0,0.265,0.0678,0.0,0.0723,0.391,87.195,205264,4
110,"{'danceability': 0.673, 'energy': 0.81, 'key': 8, 'loudness': -3.793, 'mode': 1, 'speechiness': 0.36, 'acousticness': 0.0322, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.564, 'tempo': 166.084, 'type': 'audio_features', 'id': '3W3FVHEDetkiRkkGKDmdir', 'uri': 'spotify:track:3W3FVHEDetkiRkkGKDmdir', 'track_href': 'https://api.spotify.com/v1/tracks/3W3FVHEDetkiRkkGKDmdir', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3W3FVHEDetkiRkkGKDmdir', 'duration_ms': 266325, 'time_signature': 4}",3W3FVHEDetkiRkkGKDmdir,0.673,0.81,8,-3.793,1,0.36,0.0322,0.0,0.133,0.564,166.084,266325,4
111,"{'danceability': 0.498, 'energy': 0.844, 'key': 2, 'loudness': -2.834, 'mode': 1, 'speechiness': 0.268, 'acousticness': 0.0111, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.282, 'tempo': 88.435, 'type': 'audio_features', 'id': '2xUHiyGeGrWmmfv7NbDTWC', 'uri': 'spotify:track:2xUHiyGeGrWmmfv7NbDTWC', 'track_href': 'https://api.spotify.com/v1/tracks/2xUHiyGeGrWmmfv7NbDTWC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2xUHiyGeGrWmmfv7NbDTWC', 'duration_ms': 254022, 'time_signature': 4}",2xUHiyGeGrWmmfv7NbDTWC,0.498,0.844,2,-2.834,1,0.268,0.0111,0.0,0.102,0.282,88.435,254022,4
112,"{'danceability': 0.477, 'energy': 0.501, 'key': 11, 'loudness': -9.178, 'mode': 0, 'speechiness': 0.0398, 'acousticness': 0.706, 'instrumentalness': 5.61e-06, 'liveness': 0.0953, 'valence': 0.689, 'tempo': 81.376, 'type': 'audio_features', 'id': '2ducmmobqydJmv8or1OKTo', 'uri': 'spotify:track:2ducmmobqydJmv8or1OKTo', 'track_href': 'https://api.spotify.com/v1/tracks/2ducmmobqydJmv8or1OKTo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ducmmobqydJmv8or1OKTo', 'duration_ms': 253562, 'time_signature': 4}",2ducmmobqydJmv8or1OKTo,0.477,0.501,11,-9.178,0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,253562,4
113,"{'danceability': 0.619, 'energy': 0.489, 'key': 11, 'loudness': -11.25, 'mode': 0, 'speechiness': 0.46, 'acousticness': 0.782, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.328, 'tempo': 126.046, 'type': 'audio_features', 'id': '56NDFbD0tCUawnqeU2wcvv', 'uri': 'spotify:track:56NDFbD0tCUawnqeU2wcvv', 'track_href': 'https://api.spotify.com/v1/tracks/56NDFbD0tCUawnqeU2wcvv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/56NDFbD0tCUawnqeU2wcvv', 'duration_ms': 225012, 'time_signature': 4}",56NDFbD0tCUawnqeU2wcvv,0.619,0.489,11,-11.25,0,0.46,0.782,0.0,0.106,0.328,126.046,225012,4
114,"{'danceability': 0.549, 'energy': 0.495, 'key': 6, 'loudness': -5.661, 'mode': 0, 'speechiness': 0.133, 'acousticness': 0.603, 'instrumentalness': 7.26e-06, 'liveness': 0.0979, 'valence': 0.385, 'tempo': 81.012, 'type': 'audio_features', 'id': '4alHkxxwAhvoGg3dJCATKV', 'uri': 'spotify:track:4alHkxxwAhvoGg3dJCATKV', 'track_href': 'https://api.spotify.com/v1/tracks/4alHkxxwAhvoGg3dJCATKV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4alHkxxwAhvoGg3dJCATKV', 'duration_ms': 294651, 'time_signature': 4}",4alHkxxwAhvoGg3dJCATKV,0.549,0.495,6,-5.661,0,0.133,0.603,7.26e-06,0.0979,0.385,81.012,294651,4
115,"{'danceability': 0.508, 'energy': 0.748, 'key': 1, 'loudness': -4.997, 'mode': 1, 'speechiness': 0.33, 'acousticness': 0.281, 'instrumentalness': 0, 'liveness': 0.168, 'valence': 0.225, 'tempo': 100.414, 'type': 'audio_features', 'id': '18t8ypY0HYaQuGBxg2KdT2', 'uri': 'spotify:track:18t8ypY0HYaQuGBxg2KdT2', 'track_href': 'https://api.spotify.com/v1/tracks/18t8ypY0HYaQuGBxg2KdT2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/18t8ypY0HYaQuGBxg2KdT2', 'duration_ms': 252884, 'time_signature': 3}",18t8ypY0HYaQuGBxg2KdT2,0.508,0.748,1,-4.997,1,0.33,0.281,0.0,0.168,0.225,100.414,252884,3
116,"{'danceability': 0.505, 'energy': 0.494, 'key': 10, 'loudness': -8.635, 'mode': 0, 'speechiness': 0.315, 'acousticness': 0.414, 'instrumentalness': 7.98e-05, 'liveness': 0.105, 'valence': 0.141, 'tempo': 171.978, 'type': 'audio_features', 'id': '73IE87H0g2MBmdn41lkVto', 'uri': 'spotify:track:73IE87H0g2MBmdn41lkVto', 'track_href': 'https://api.spotify.com/v1/tracks/73IE87H0g2MBmdn41lkVto', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73IE87H0g2MBmdn41lkVto', 'duration_ms': 251240, 'time_signature': 4}",73IE87H0g2MBmdn41lkVto,0.505,0.494,10,-8.635,0,0.315,0.414,7.98e-05,0.105,0.141,171.978,251240,4
117,"{'danceability': 0.643, 'energy': 0.178, 'key': 4, 'loudness': -8.56, 'mode': 0, 'speechiness': 0.0588, 'acousticness': 0.484, 'instrumentalness': 0.0108, 'liveness': 0.122, 'valence': 0.0674, 'tempo': 85.042, 'type': 'audio_features', 'id': '3e0ZGE7Gp034iLknjQk4QW', 'uri': 'spotify:track:3e0ZGE7Gp034iLknjQk4QW', 'track_href': 'https://api.spotify.com/v1/tracks/3e0ZGE7Gp034iLknjQk4QW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3e0ZGE7Gp034iLknjQk4QW', 'duration_ms': 189289, 'time_signature': 4}",3e0ZGE7Gp034iLknjQk4QW,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,189289,4
118,"{'danceability': 0.641, 'energy': 0.454, 'key': 5, 'loudness': -8.344, 'mode': 0, 'speechiness': 0.133, 'acousticness': 0.179, 'instrumentalness': 0.000116, 'liveness': 0.065, 'valence': 0.302, 'tempo': 78.036, 'type': 'audio_features', 'id': '27Tqjd2nMW2mIp6Yk1ovwY', 'uri': 'spotify:track:27Tqjd2nMW2mIp6Yk1ovwY', 'track_href': 'https://api.spotify.com/v1/tracks/27Tqjd2nMW2mIp6Yk1ovwY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27Tqjd2nMW2mIp6Yk1ovwY', 'duration_ms': 343455, 'time_signature': 4}",27Tqjd2nMW2mIp6Yk1ovwY,0.641,0.454,5,-8.344,0,0.133,0.179,0.000116,0.065,0.302,78.036,343455,4
119,"{'danceability': 0.477, 'energy': 0.501, 'key': 11, 'loudness': -9.178, 'mode': 0, 'speechiness': 0.0398, 'acousticness': 0.706, 'instrumentalness': 5.61e-06, 'liveness': 0.0953, 'valence': 0.689, 'tempo': 81.376, 'type': 'audio_features', 'id': '3sMC6vfTTSa0mMAPTwzDVD', 'uri': 'spotify:track:3sMC6vfTTSa0mMAPTwzDVD', 'track_href': 'https://api.spotify.com/v1/tracks/3sMC6vfTTSa0mMAPTwzDVD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3sMC6vfTTSa0mMAPTwzDVD', 'duration_ms': 253562, 'time_signature': 4}",3sMC6vfTTSa0mMAPTwzDVD,0.477,0.501,11,-9.178,0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,253562,4
120,"{'danceability': 0.854, 'energy': 0.554, 'key': 8, 'loudness': -4.684, 'mode': 1, 'speechiness': 0.172, 'acousticness': 0.769, 'instrumentalness': 1.84e-06, 'liveness': 0.0749, 'valence': 0.272, 'tempo': 142.069, 'type': 'audio_features', 'id': '4B7fTyj1FIPvP9tT5X3DnR', 'uri': 'spotify:track:4B7fTyj1FIPvP9tT5X3DnR', 'track_href': 'https://api.spotify.com/v1/tracks/4B7fTyj1FIPvP9tT5X3DnR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4B7fTyj1FIPvP9tT5X3DnR', 'duration_ms': 163121, 'time_signature': 4}",4B7fTyj1FIPvP9tT5X3DnR,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4
